"Country","Year","Nicotine replacement therapy - legally sold","Nicotine replacement therapy - place available","Nicotine replacement therapy - cost covered","Nicotine replacement therapy on the Essential Medicines List","Bupropion - legally sold","Bupropion - place available","Bupropion - cost covered","Varenicline - legally sold","Varenicline - place available","Varenicline - cost covered"
"Maldives","2007","No","Not applicable","Not applicable","Not available","No","Not applicable","Not applicable","No","Not applicable","Not applicable"
"Mali","2014","Yes","In a pharmacy without a prescription","No","No","No","Not applicable","Not applicable","No","Not applicable","Not applicable"
"Mali","2012","Yes","In a pharmacy without a prescription","No","No","No","Not applicable","Not applicable","No","Not applicable","Not applicable"
"Mali","2010","Yes","In a pharmacy without a prescription","No","No","No","Not applicable","Not applicable","No","Not applicable","Not applicable"
"Mali","2007","Yes","In a general store without a prescription","No","Not available","No","Not applicable","Not applicable","No","Not applicable","Not applicable"
"Malta","2014","Yes","In a pharmacy without a prescription","Partially","Yes","Yes","In a pharmacy with a prescription","No","Yes","In a pharmacy with a prescription","No"
"Malta","2012","Yes","In a pharmacy without a prescription","No","Yes","Yes","In a pharmacy with a prescription","No","Yes","In a pharmacy with a prescription","No"
"Malta","2010","Yes","In a pharmacy without a prescription","No","Yes","Yes","In a pharmacy with a prescription","No","Yes","In a pharmacy with a prescription","No"
"Malta","2007","Yes","In a pharmacy without a prescription","No","Not available","Yes","In a pharmacy with a prescription","No","Yes","In a pharmacy with a prescription","No"
"Marshall Islands","2014","Yes","In a pharmacy without a prescription","Partially","Yes","No","Not applicable","Not applicable","No","Not applicable","Not applicable"
"Marshall Islands","2012","Yes","In a pharmacy without a prescription","Partially","Yes","Yes","In a pharmacy with a prescription","Partially","Yes","In a pharmacy with a prescription","Partially"
"Marshall Islands","2010","Yes","In a pharmacy with a prescription","Partially","Yes","Yes","In a pharmacy with a prescription","Partially","Yes","In a pharmacy with a prescription","Partially"
"Marshall Islands","2007","Yes","In a pharmacy with a prescription","Partially","Not available","Yes","In a pharmacy with a prescription","Partially","Yes","In a pharmacy with a prescription","Partially"
"Mauritania","2014","No","Not applicable","Not applicable","No","No","Not applicable","Not applicable","No","Not applicable","Not applicable"
"Mauritania","2012","No","Not applicable","Not applicable","No","No","Not applicable","Not applicable","No","Not applicable","Not applicable"
"Mauritania","2010","No","Not applicable","Not applicable","No","No","Not applicable","Not applicable","No","Not applicable","Not applicable"
"Mauritania","2007","No","Not applicable","Not applicable","Not available","No","Not applicable","Not applicable","No","Not applicable","Not applicable"
"Mauritius","2014","Yes","In a pharmacy without a prescription","Fully","No","Yes","In a pharmacy with a prescription","Fully","No","Not applicable","Not applicable"
"Mauritius","2012","Yes","In a pharmacy without a prescription","Fully","No","Yes","In a pharmacy with a prescription","Fully","No","Not applicable","Not applicable"
"Mauritius","2010","Yes","In a pharmacy without a prescription","Fully","No","Yes","In a pharmacy with a prescription","Fully","No","Not applicable","Not applicable"
"Mauritius","2007","Yes","In a pharmacy without a prescription","No","Not available","No","Not applicable","Not applicable","No","Not applicable","Not applicable"
"Mexico","2014","Yes","In a pharmacy without a prescription","Partially","Yes","Yes","In a pharmacy with a prescription","Partially","Yes","In a pharmacy with a prescription","Partially"
"Mexico","2012","Yes","In a pharmacy without a prescription","No","Yes","Yes","In a pharmacy with a prescription","No","Yes","In a pharmacy with a prescription","No"
"Mexico","2010","Yes","In a pharmacy without a prescription","No","Yes","Yes","In a pharmacy with a prescription","No","Yes","In a pharmacy with a prescription","No"
"Mexico","2007","Yes","In a pharmacy without a prescription","No","Not available","Yes","In a pharmacy with a prescription","No","Yes","In a pharmacy with a prescription","No"
"Micronesia (Federated States of)","2014","No","Not applicable","Not applicable","No","No","Not applicable","Not applicable","No","Not applicable","Not applicable"
"Micronesia (Federated States of)","2012","No","Not applicable","Not applicable","No","Yes","In a pharmacy with a prescription","No","Yes","In a pharmacy with a prescription","No"
"Micronesia (Federated States of)","2010","No","Not applicable","Not applicable","No","Yes","In a pharmacy with a prescription","No","Yes","In a pharmacy with a prescription","No"
"Micronesia (Federated States of)","2007","No","Not applicable","Not applicable","Not available","Yes","In a pharmacy with a prescription","Not available","Yes","In a pharmacy with a prescription","Not available"
"Monaco","2014","Yes","In a pharmacy without a prescription","No","Not available","Yes","In a pharmacy without a prescription","No","Yes","In a pharmacy without a prescription","Partially"
"Monaco","2012","Yes","In a pharmacy without a prescription","No","Not available","Yes","In a pharmacy without a prescription","No","Yes","In a pharmacy without a prescription","Partially"
"Monaco","2010","Yes","In a pharmacy without a prescription","No","Not available","Yes","In a pharmacy without a prescription","No","Yes","In a pharmacy without a prescription","Partially"
"Monaco","2007","Yes","Not available","Not available","Not available","Not available","Not available","Not available","Not available","Not available","Partially"
"Mongolia","2014","Yes","In a pharmacy without a prescription","Partially","Yes","No","Not applicable","Not applicable","No","Not applicable","Not applicable"
"Mongolia","2012","Yes","In a pharmacy without a prescription","Partially","Yes","No","Not applicable","Not applicable","No","Not applicable","Not applicable"
"Mongolia","2010","Yes","In a pharmacy without a prescription","No","Yes","No","Not applicable","Not applicable","No","Not applicable","Not applicable"
"Mongolia","2007","Yes","In a pharmacy without a prescription","No","Not available","No","Not applicable","Not applicable","No","Not applicable","Not applicable"
"Montenegro","2014","No","Not applicable","Not applicable","No","No","Not applicable","Not applicable","No","Not applicable","Not applicable"
"Montenegro","2012","No","Not applicable","Not applicable","No","No","Not applicable","Not applicable","No","Not applicable","Not applicable"
"Montenegro","2010","No","Not available","Not available","No","Not available","Not available","Not available","No","Not available","Not available"
"Montenegro","2007","No","Not available","Not available","Not available","Not available","Not available","Not available","No","Not available","Not available"
"Morocco","2014","Yes","In a pharmacy with a prescription","No","No","Yes","In a pharmacy with a prescription","No","Yes","In a pharmacy with a prescription","No"
"Morocco","2012","Yes","In a pharmacy with a prescription","No","No","Yes","In a pharmacy with a prescription","No","Yes","In a pharmacy with a prescription","No"
"Morocco","2010","Yes","In a pharmacy with a prescription","No","Not available","Yes","In a pharmacy with a prescription","No","Yes","In a pharmacy with a prescription","No"
"Morocco","2007","Yes","In a pharmacy with a prescription","No","Not available","Yes","In a pharmacy with a prescription","No","Yes","In a pharmacy with a prescription","No"
"Mozambique","2014","No","Not applicable","Not applicable","Not available","No","Not applicable","Not applicable","No","Not applicable","Not applicable"
"Mozambique","2012","No","Not applicable","Not applicable","Not available","No","Not applicable","Not applicable","No","Not applicable","Not applicable"
"Mozambique","2010","No","Not applicable","Not applicable","Not available","No","Not applicable","Not applicable","No","Not applicable","Not applicable"
"Mozambique","2007","No","Not applicable","Not applicable","Not available","No","Not applicable","Not applicable","No","Not applicable","Not applicable"
"Myanmar","2014","No","Not applicable","Not applicable","No","No","Not applicable","Not applicable","No","Not applicable","Not applicable"
"Myanmar","2012","No","Not applicable","Not applicable","No","Yes","In a pharmacy with a prescription","No","Yes","In a pharmacy without a prescription","No"
"Myanmar","2010","No","Not applicable","Not applicable","No","Yes","In a pharmacy without a prescription","No","Yes","In a pharmacy without a prescription","No"
"Myanmar","2007","No","Not applicable","Not applicable","Not available","Yes","In a pharmacy without a prescription","No","Yes","In a pharmacy without a prescription","No"
"Namibia","2014","Yes","In a pharmacy without a prescription","No","Not available","Yes","In a pharmacy with a prescription","No","Yes","In a pharmacy with a prescription","No"
"Namibia","2012","Yes","In a pharmacy without a prescription","No","Not available","Yes","In a pharmacy with a prescription","No","Yes","In a pharmacy with a prescription","No"
"Namibia","2010","Yes","In a pharmacy without a prescription","No","Not available","Yes","In a pharmacy with a prescription","No","Yes","In a pharmacy with a prescription","No"
"Namibia","2007","Yes","In a pharmacy without a prescription","No","Not available","Yes","In a pharmacy with a prescription","No","Yes","In a pharmacy with a prescription","No"
"Nauru","2014","No","Not applicable","Not applicable","No","No","Not applicable","Not applicable","No","Not applicable","Not applicable"
"Nauru","2012","No","Not applicable","Not applicable","No","No","Not applicable","Not applicable","No","Not applicable","Not applicable"
"Nauru","2010","No","Not applicable","Not applicable","No","No","Not applicable","Not applicable","No","Not applicable","Not applicable"
"Nauru","2007","No","Not applicable","Not applicable","Not available","No","Not applicable","Not applicable","No","Not applicable","Not applicable"
"Nepal","2014","No","Not applicable","Not applicable","No","No","Not applicable","Not applicable","No","Not applicable","Not applicable"
"Nepal","2012","No","Not applicable","Not applicable","No","No","Not applicable","Not applicable","No","Not applicable","Not applicable"
"Nepal","2010","No","Not applicable","Not applicable","No","No","Not applicable","Not applicable","No","Not applicable","Not applicable"
"Nepal","2007","No","Not applicable","Not applicable","No","No","Not applicable","Not applicable","No","Not applicable","Not applicable"
"Netherlands","2014","Yes","In a pharmacy without a prescription","Fully","Yes","Yes","In a pharmacy with a prescription","Fully","Yes","In a pharmacy with a prescription","Fully"
"Netherlands","2012","Yes","In a pharmacy without a prescription","No","Yes","Yes","In a pharmacy with a prescription","Fully","Yes","In a pharmacy with a prescription","No"
"Netherlands","2010","Yes","In a pharmacy without a prescription","No","Yes","Yes","In a pharmacy with a prescription","Fully","Yes","In a pharmacy with a prescription","No"
"Netherlands","2007","Yes","In a pharmacy without a prescription","No","Not available","Yes","In a pharmacy with a prescription","No","Yes","In a pharmacy with a prescription","No"
"New Zealand","2014","Yes","In a general store without a prescription","Fully","Yes","Yes","In a pharmacy with a prescription","Fully","Yes","In a pharmacy with a prescription","Fully"
"New Zealand","2012","Yes","In a general store without a prescription","Fully","Yes","Yes","In a pharmacy with a prescription","Fully","Yes","In a pharmacy with a prescription","Fully"
"New Zealand","2010","Yes","In a general store without a prescription","Fully","Yes","Yes","In a pharmacy with a prescription","Fully","Yes","In a pharmacy with a prescription","No"
"New Zealand","2007","Yes","In a general store without a prescription","Fully","Not available","Yes","In a pharmacy with a prescription","No","Yes","In a pharmacy with a prescription","No"
"Nicaragua","2014","Yes","In a pharmacy with a prescription","No","Yes","No","Not applicable","Not applicable","No","Not applicable","Not applicable"
"Nicaragua","2012","Yes","In a pharmacy with a prescription","No","Yes","No","Not applicable","Not applicable","No","Not applicable","Not applicable"
"Nicaragua","2010","Yes","In a pharmacy with a prescription","No","Yes","No","Not applicable","Not applicable","No","Not applicable","Not applicable"
"Nicaragua","2007","Yes","In a pharmacy with a prescription","No","Not available","No","Not applicable","Not applicable","No","Not applicable","Not applicable"
"Niger","2014","Yes","In a pharmacy without a prescription","No","No","No","Not applicable","Not applicable","No","Not applicable","Not applicable"
"Niger","2012","Yes","In a pharmacy without a prescription","No","No","No","Not applicable","Not applicable","No","Not applicable","Not applicable"
"Niger","2010","Yes","In a pharmacy without a prescription","No","No","No","Not applicable","Not applicable","No","Not applicable","Not applicable"
"Niger","2007","Yes","In a pharmacy without a prescription","No","Not available","No","Not applicable","Not applicable","No","Not applicable","Not applicable"
"Nigeria","2014","Yes","in a pharmacy without a prescription","Partially","No","Yes","In a general store without a prescription","Partially","Yes","In a general store without a prescription","Partially"
"Nigeria","2012","Yes","in a pharmacy without a prescription","Partially","No","Yes","In a general store without a prescription","Partially","Yes","In a general store without a prescription","Partially"
"Nigeria","2010","Yes","In a general store without a prescription","Partially","No","Yes","In a general store without a prescription","Partially","Yes","In a general store without a prescription","Partially"
"Nigeria","2007","Yes","In a general store without a prescription","Partially","Not available","Yes","In a general store without a prescription","Partially","Yes","In a general store without a prescription","Partially"
"Niue","2014","Yes","In a pharmacy without a prescription","Fully","No","No","Not applicable","Not applicable","No","Not applicable","Not applicable"
"Niue","2012","Yes","In a pharmacy without a prescription","Fully","No","No","Not applicable","Not applicable","No","Not applicable","Not applicable"
"Niue","2010","Yes","In a pharmacy without a prescription","No","No","No","Not applicable","Not applicable","No","Not applicable","Not applicable"
"Niue","2007","No","Not applicable","Not applicable","Not available","No","Not applicable","Not applicable","No","Not applicable","Not applicable"
"Norway","2014","Yes","In a general store without a prescription","No","No","Yes","In a pharmacy with a prescription","No","Yes","In a pharmacy with a prescription","No"
"Norway","2012","Yes","In a general store without a prescription","No","No","Yes","In a pharmacy with a prescription","No","Yes","In a pharmacy with a prescription","No"
"Norway","2010","Yes","In a general store without a prescription","No","No","Yes","In a pharmacy with a prescription","No","Yes","In a pharmacy with a prescription","No"
"Norway","2007","Yes","In a general store without a prescription","No","Not available","Yes","In a pharmacy with a prescription","No","Yes","In a pharmacy with a prescription","No"
"Oman","2014","Yes","In a pharmacy without a prescription","No","No","No","Not applicable","Not applicable","No","Not applicable","Not applicable"
"Oman","2012","Yes","In a pharmacy without a prescription","No","No","No","Not applicable","Not applicable","No","Not applicable","Not applicable"
"Oman","2010","Yes","In a pharmacy without a prescription","No","Not available","No","Not applicable","Not applicable","No","Not applicable","Not applicable"
"Oman","2007","Yes","In a pharmacy without a prescription","No","Not available","No","Not applicable","Not applicable","No","Not applicable","Not applicable"
"Pakistan","2014","No","Not applicable","Not applicable","No","No","Not applicable","Not applicable","No","Not applicable","Not applicable"
"Pakistan","2012","Yes","In a pharmacy without a prescription","No","No","No","Not applicable","Not applicable","No","Not applicable","Not applicable"
"Pakistan","2010","Yes","In a pharmacy without a prescription","No","No","Yes","In a pharmacy without a prescription","No","Yes","In a pharmacy without a prescription","No"
"Pakistan","2007","Yes","In a pharmacy without a prescription","Not available","Not available","Yes","In a pharmacy without a prescription","No","Yes","In a pharmacy without a prescription","No"
"Palau","2014","Yes","In a pharmacy with a prescription","Fully","No","No","Not applicable","Not applicable","No","Not applicable","Not applicable"
"Palau","2012","Yes","In a general store without a prescription","Fully","No","Yes","In a pharmacy with a prescription","No","Yes","In a pharmacy with a prescription","Fully"
"Palau","2010","Yes","In a general store without a prescription","No","No","Yes","In a pharmacy with a prescription","No","Yes","In a pharmacy with a prescription","No"
"Palau","2007","Yes","In a general store without a prescription","No","Not available","Yes","In a pharmacy with a prescription","No","Yes","In a pharmacy with a prescription","No"
"Panama","2014","Yes","In a pharmacy without a prescription","Fully","Yes","Yes","In a pharmacy with a prescription","Fully","Yes","In a pharmacy with a prescription","Fully"
"Panama","2012","Yes","In a pharmacy without a prescription","Fully","Yes","Yes","In a pharmacy with a prescription","Fully","Yes","In a pharmacy with a prescription","Fully"
"Panama","2010","Yes","In a pharmacy without a prescription","Fully","Yes","Yes","In a pharmacy with a prescription","Fully","Yes","In a pharmacy with a prescription","Fully"
"Panama","2007","Yes","In a pharmacy without a prescription","No","Not available","Yes","In a pharmacy with a prescription","No","Yes","In a pharmacy with a prescription","No"
"Papua New Guinea","2014","No","Not applicable","Not applicable","No","Yes","Not available","No","Yes","Not available","No"
"Papua New Guinea","2012","No","Not applicable","Not applicable","No","Yes","Not available","No","Yes","Not available","No"
"Papua New Guinea","2010","No","Not applicable","Not applicable","No","Yes","Not available","No","Yes","Not available","No"
"Papua New Guinea","2007","No","Not applicable","Not applicable","Not available","Yes","Not available","No","Yes","Not available","No"
"Paraguay","2014","No","Not applicable","Not applicable","Yes","Yes","In a pharmacy with a prescription","Fully","No","Not applicable","Not applicable"
"Paraguay","2012","No","Not applicable","Not applicable","Yes","Yes","In a pharmacy with a prescription","Fully","Yes","In a pharmacy with a prescription","Partially"
"Paraguay","2010","No","Not applicable","Not applicable","Yes","Yes","In a pharmacy with a prescription","Partially","Yes","In a pharmacy with a prescription","Partially"
"Paraguay","2007","No","Not applicable","Not applicable","Not available","Yes","In a pharmacy with a prescription","No","Yes","In a pharmacy with a prescription","No"
"Peru","2014","Yes","In a pharmacy with a prescription","No","No","Yes","In a pharmacy with a prescription","No","Yes","In a pharmacy with a prescription","No"
"Peru","2012","Yes","In a pharmacy with a prescription","No","No","Yes","In a pharmacy with a prescription","No","Yes","In a pharmacy with a prescription","No"
"Peru","2010","Yes","In a pharmacy with a prescription","No","No","Yes","In a pharmacy with a prescription","No","Yes","In a pharmacy with a prescription","No"
"Peru","2007","Yes","In a pharmacy with a prescription","No","Not available","Yes","In a pharmacy with a prescription","No","Yes","In a pharmacy with a prescription","No"
"Philippines","2014","Yes","In a pharmacy with a prescription","Partially","No","No","Not applicable","Not applicable","Yes","In a pharmacy with a prescription","No"
"Philippines","2012","Yes","In a pharmacy with a prescription","Partially","Yes","No","Not applicable","Not applicable","Yes","In a pharmacy with a prescription","No"
"Philippines","2010","Yes","In a pharmacy with a prescription","Partially","No","No","Not applicable","Not applicable","No","Not applicable","Not applicable"
"Philippines","2007","Yes","In a pharmacy with a prescription","Partially","Not available","No","Not applicable","Not applicable","No","Not applicable","Not applicable"
"Poland","2014","Yes","In a pharmacy without a prescription","No","No","Yes","In a pharmacy with a prescription","No","Yes","In a pharmacy with a prescription","No"
"Poland","2012","Yes","In a pharmacy without a prescription","No","No","Yes","In a pharmacy with a prescription","No","Yes","In a pharmacy with a prescription","No"
"Poland","2010","Yes","In a pharmacy without a prescription","No","No","Yes","In a pharmacy with a prescription","No","Yes","In a pharmacy with a prescription","No"
"Poland","2007","Yes","In a pharmacy without a prescription","No","Not available","Yes","In a pharmacy with a prescription","No","Yes","In a pharmacy with a prescription","No"
"Portugal","2014","Yes","In a pharmacy without a prescription","No","No","Yes","In a pharmacy with a prescription","No","Yes","In a pharmacy with a prescription","No"
"Portugal","2012","Yes","In a pharmacy without a prescription","No","No","Yes","In a pharmacy with a prescription","No","Yes","In a pharmacy with a prescription","No"
"Portugal","2010","Yes","In a pharmacy without a prescription","No","No","Yes","In a pharmacy with a prescription","No","Yes","In a pharmacy with a prescription","No"
"Portugal","2007","Yes","In a pharmacy without a prescription","No","Not available","Yes","In a pharmacy with a prescription","No","Yes","In a pharmacy with a prescription","No"
"Qatar","2014","Yes","In a pharmacy with a prescription","Fully","Yes","Yes","In a pharmacy with a prescription","Fully","Yes","In a pharmacy with a prescription","Fully"
"Qatar","2012","Yes","In a pharmacy with a prescription","Fully","Yes","Yes","In a pharmacy with a prescription","Fully","Yes","In a pharmacy with a prescription","Fully"
"Qatar","2010","Yes","In a pharmacy with a prescription","Fully","Yes","No","Not applicable","Not applicable","No","Not applicable","Not applicable"
"Qatar","2007","Yes","In a pharmacy with a prescription","Fully","Not available","No","Not applicable","Not applicable","No","Not applicable","Not applicable"
"Republic of Korea","2014","Yes","In a pharmacy without a prescription","Partially","No","Yes","In a pharmacy with a prescription","Partially","Yes","In a pharmacy with a prescription","Partially"
"Republic of Korea","2012","Yes","In a pharmacy without a prescription","Partially","No","Yes","In a pharmacy with a prescription","Partially","Yes","In a pharmacy with a prescription","Partially"
"Republic of Korea","2010","Yes","In a pharmacy without a prescription","Partially","No","Yes","In a pharmacy with a prescription","Partially","Yes","In a pharmacy with a prescription","Partially"
"Republic of Korea","2007","Yes","In a pharmacy without a prescription","Partially","Not available","Yes","In a pharmacy with a prescription","Partially","Yes","In a pharmacy with a prescription","Partially"
"Republic of Moldova","2014","Yes","In a pharmacy without a prescription","No","No","Yes","In a pharmacy with a prescription","No","Yes","In a pharmacy with a prescription","No"
"Republic of Moldova","2012","Yes","In a pharmacy without a prescription","No","No","No","Not applicable","Not applicable","No","Not applicable","Not applicable"
"Republic of Moldova","2010","Yes","In a pharmacy without a prescription","No","No","No","Not applicable","Not applicable","No","Not applicable","Not applicable"
"Republic of Moldova","2007","Yes","In a pharmacy without a prescription","No","Not available","No","Not applicable","Not applicable","No","Not applicable","Not applicable"
"Romania","2014","Yes","In a pharmacy without a prescription","No","No","Yes","In a pharmacy with a prescription","Fully","Yes","In a pharmacy with a prescription","Fully"
"Romania","2012","Yes","In a pharmacy without a prescription","Fully","Yes","Yes","In a pharmacy with a prescription","Fully","Yes","In a pharmacy with a prescription","Fully"
"Romania","2010","Yes","In a pharmacy without a prescription","Fully","Yes","Yes","In a pharmacy with a prescription","Fully","Yes","In a pharmacy with a prescription","Fully"
"Romania","2007","Yes","In a pharmacy without a prescription","No","Not available","Yes","In a pharmacy with a prescription","No","Yes","In a pharmacy with a prescription","No"
"Russian Federation","2014","Yes","In a pharmacy without a prescription","No","Yes","No","Not applicable","Not applicable","Yes","In a pharmacy with a prescription","No"
"Russian Federation","2012","Yes","In a pharmacy without a prescription","No","No","No","Not applicable","Not applicable","Yes","In a pharmacy with a prescription","No"
"Russian Federation","2010","Yes","In a pharmacy without a prescription","No","No","No","Not applicable","Not applicable","Yes","In a pharmacy with a prescription","No"
"Russian Federation","2007","Yes","In a pharmacy without a prescription","No","Not available","No","Not applicable","Not applicable","No","Not applicable","Not applicable"
"Rwanda","2014","No","Not applicable","Not applicable","No","No","Not applicable","Not applicable","No","Not applicable","Not applicable"
"Rwanda","2012","No","Not applicable","Not applicable","No","No","Not applicable","Not applicable","No","Not applicable","Not applicable"
"Rwanda","2010","No","Not applicable","Not applicable","No","No","Not applicable","Not applicable","No","Not applicable","Not applicable"
"Rwanda","2007","No","Not applicable","Not applicable","Not available","No","Not applicable","Not applicable","No","Not applicable","Not applicable"
"Saint Kitts and Nevis","2014","Yes","In a pharmacy without a prescription","No","No","No","Not applicable","Not applicable","No","Not applicable","Not applicable"
"Saint Kitts and Nevis","2012","Yes","In a pharmacy without a prescription","No","No","No","Not applicable","Not applicable","No","Not applicable","Not applicable"
"Saint Kitts and Nevis","2010","Yes","In a pharmacy without a prescription","No","No","No","Not available","Not available","No","Not available","Not available"
"Saint Kitts and Nevis","2007","Yes","In a pharmacy without a prescription","No","Not available","No","Not available","Not available","No","Not available","Not available"
"Saint Lucia","2014","No","Not applicable","Not applicable","No","Not available","Not available","Not available","Not available","Not available","Not available"
"Saint Lucia","2012","No","Not applicable","Not applicable","No","Not available","Not available","Not available","Not available","Not available","Not available"
"Saint Lucia","2010","No","Not applicable","Not applicable","No","Not available","Not available","Not available","Not available","Not available","Not available"
"Saint Lucia","2007","No","Not applicable","Not applicable","Not available","Not available","Not available","Not available","Not available","Not available","Not available"
"Saint Vincent and the Grenadines","2014","Yes","In a pharmacy without a prescription","No","No","No","Not applicable","Not applicable","No","Not applicable","Not applicable"
"Saint Vincent and the Grenadines","2012","Yes","In a pharmacy without a prescription","No","No","No","Not applicable","Not applicable","No","Not applicable","Not applicable"
"Saint Vincent and the Grenadines","2010","Yes","In a pharmacy with a prescription","No","No","No","Not applicable","Not applicable","No","Not applicable","Not applicable"
"Saint Vincent and the Grenadines","2007","Yes","In a pharmacy with a prescription","No","Not available","No","Not applicable","Not applicable","No","Not applicable","Not applicable"
"Samoa","2014","Yes","In a pharmacy without a prescription","No","No","No","Not applicable","Not applicable","No","Not applicable","Not applicable"
"Samoa","2012","Yes","In a pharmacy without a prescription","No","No","No","Not applicable","Not applicable","No","Not applicable","Not applicable"
"Samoa","2010","Yes","In a pharmacy without a prescription","No","No","No","Not applicable","Not applicable","No","Not applicable","Not applicable"
"Samoa","2007","Yes","In a pharmacy without a prescription","No","Not available","No","Not applicable","Not applicable","No","Not applicable","Not applicable"
"San Marino","2014","No","Not applicable","Not applicable","No","No","Not applicable","Not applicable","No","Not applicable","Not applicable"
"San Marino","2012","Yes","In a pharmacy with a prescription","No","No","Yes","In a pharmacy with a prescription","No","No","Not applicable","Not applicable"
"San Marino","2010","Yes","Not available","No","No","Not available","Not available","No","Not available","Not available","No"
"San Marino","2007","Yes","Not available","No","Not available","Not available","Not available","No","Not available","Not available","No"
"Sao Tome and Principe","2014","No","Not applicable","Not applicable","No","No","Not applicable","Not applicable","No","Not applicable","Not applicable"
"Sao Tome and Principe","2012","No","Not applicable","Not applicable","No","No","Not applicable","Not applicable","No","Not applicable","Not applicable"
"Sao Tome and Principe","2010","No","Not applicable","Not applicable","No","No","Not applicable","Not applicable","No","Not applicable","Not applicable"
"Sao Tome and Principe","2007","No","Not applicable","Not applicable","Not available","No","Not applicable","Not applicable","No","Not applicable","Not applicable"
"Saudi Arabia","2014","Yes","In a pharmacy without a prescription","Partially","Yes","Yes","In a pharmacy with a prescription","Partially","Yes","In a pharmacy with a prescription","Partially"
"Saudi Arabia","2012","Yes","In a pharmacy without a prescription","Partially","Yes","Yes","In a pharmacy with a prescription","Partially","Yes","In a pharmacy with a prescription","Partially"
"Saudi Arabia","2010","Yes","In a pharmacy without a prescription","Partially","Not available","No","Not applicable","Not applicable","No","Not applicable","Not applicable"
"Saudi Arabia","2007","Yes","In a pharmacy without a prescription","Partially","Not available","No","Not applicable","Not applicable","No","Not applicable","Not applicable"
"Senegal","2014","Yes","In a pharmacy with a prescription","No","No","Yes","In a pharmacy with a prescription","No","No","Not applicable","Not applicable"
"Senegal","2012","Yes","In a pharmacy without a prescription","No","No","Yes","In a pharmacy with a prescription","No","No","Not applicable","Not applicable"
"Senegal","2010","Yes","In a pharmacy without a prescription","No","No","Yes","In a pharmacy with a prescription","No","Yes","In a pharmacy with a prescription","No"
"Senegal","2007","Yes","In a pharmacy without a prescription","No","Not available","Yes","In a pharmacy with a prescription","No","Yes","In a pharmacy with a prescription","No"
"Serbia","2014","Yes","In a pharmacy without a prescription","No","Yes","Yes","In a pharmacy with a prescription","No","No","Not applicable","Not applicable"
"Serbia","2012","Yes","In a pharmacy without a prescription","No","No","Yes","In a pharmacy with a prescription","No","No","Not applicable","Not applicable"
"Serbia","2010","Yes","In a pharmacy without a prescription","No","No","Yes","In a pharmacy without a prescription","No","No","Not applicable","Not applicable"
"Serbia","2007","Yes","In a pharmacy without a prescription","No","Not available","Yes","In a pharmacy without a prescription","No","No","Not applicable","Not applicable"
"Seychelles","2014","Yes","In a pharmacy without a prescription","No","No","Yes","In a pharmacy with a prescription","No","No","Not applicable","Not applicable"
"Seychelles","2012","Yes","In a pharmacy without a prescription","No","No","Yes","In a pharmacy with a prescription","No","No","Not applicable","Not applicable"
"Seychelles","2010","Yes","In a pharmacy without a prescription","No","No","Yes","In a pharmacy with a prescription","No","No","Not applicable","Not applicable"
"Seychelles","2007","No","Not applicable","Not applicable","Not available","No","Not applicable","Not applicable","No","Not applicable","Not applicable"
"Sierra Leone","2014","No","Not applicable","Not applicable","No","No","Not applicable","Not applicable","No","Not applicable","Not applicable"
"Sierra Leone","2012","No","Not applicable","Not applicable","No","No","Not applicable","Not applicable","No","Not applicable","Not applicable"
"Sierra Leone","2010","No","Not applicable","Not applicable","No","No","Not applicable","Not applicable","No","Not applicable","Not applicable"
"Sierra Leone","2007","No","Not applicable","Not applicable","Not available","No","Not applicable","Not applicable","No","Not applicable","Not applicable"
"Singapore","2014","Yes","In a pharmacy without a prescription","Partially","No","Yes","In a pharmacy with a prescription","No","Yes","In a pharmacy with a prescription","No"
"Singapore","2012","Yes","In a pharmacy without a prescription","Partially","No","Yes","In a pharmacy with a prescription","No","Yes","In a pharmacy with a prescription","No"
"Singapore","2010","Yes","In a pharmacy without a prescription","Partially","No","Yes","In a pharmacy with a prescription","No","Yes","In a pharmacy with a prescription","No"
"Singapore","2007","Yes","In a pharmacy without a prescription","Partially","Not available","Yes","In a pharmacy with a prescription","No","Yes","In a pharmacy with a prescription","No"
"Slovakia","2014","Yes","In a pharmacy without a prescription","No","No","Yes","In a pharmacy with a prescription","No","Yes","In a pharmacy with a prescription","No"
"Slovakia","2012","Yes","In a pharmacy without a prescription","No","No","Yes","In a pharmacy with a prescription","No","Yes","In a pharmacy with a prescription","No"
"Slovakia","2010","Yes","In a pharmacy without a prescription","No","No","Yes","In a pharmacy with a prescription","No","Yes","In a pharmacy with a prescription","No"
"Slovakia","2007","Yes","In a pharmacy without a prescription","No","Not available","Yes","In a pharmacy with a prescription","No","Yes","In a pharmacy with a prescription","No"
"Slovenia","2014","Yes","In a pharmacy without a prescription","No","Yes","Yes","In a pharmacy with a prescription","No","Yes","In a pharmacy with a prescription","No"
"Slovenia","2012","Yes","In a pharmacy without a prescription","No","No","Yes","In a pharmacy with a prescription","No","Yes","In a pharmacy with a prescription","No"
"Slovenia","2010","Yes","In a pharmacy without a prescription","No","No","Yes","In a pharmacy with a prescription","No","Yes","In a pharmacy with a prescription","No"
"Slovenia","2007","Yes","In a pharmacy without a prescription","No","Not available","Yes","In a pharmacy with a prescription","No","Yes","In a pharmacy with a prescription","No"
