"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"HRV","PPP","TOT","NATUSD","A","2001",3.872241,
"HRV","PPP","TOT","NATUSD","A","2002",3.879362,
"HRV","PPP","TOT","NATUSD","A","2003",3.988416,
"HRV","PPP","TOT","NATUSD","A","2004",4.011738,
"HRV","PPP","TOT","NATUSD","A","2005",4.093508,
"HRV","PPP","TOT","NATUSD","A","2006",3.918144,
"HRV","PPP","TOT","NATUSD","A","2007",3.869245,
"HRV","PPP","TOT","NATUSD","A","2008",3.872406,
"HRV","PPP","TOT","NATUSD","A","2009",3.841779,
"HRV","PPP","TOT","NATUSD","A","2010",3.873835,
"HRV","PPP","TOT","NATUSD","A","2011",3.752628,
"HRV","PPP","TOT","NATUSD","A","2012",3.664139,
"HRV","PPP","TOT","NATUSD","A","2013",3.57512,
"HRV","PPP","TOT","NATUSD","A","2014",3.543492,
"HRV","PPP","TOT","NATUSD","A","2015",3.511437,
"HRV","PPP","TOT","NATUSD","A","2016",3.432023,
"HRV","PPP","TOT","NATUSD","A","2017",3.371315,
"HRV","PPP","TOT","NATUSD","A","2018",3.394434,
"CYP","PPP","TOT","NATUSD","A","2000",0.717001,
"CYP","PPP","TOT","NATUSD","A","2001",0.711542,
"CYP","PPP","TOT","NATUSD","A","2002",0.710509,
"CYP","PPP","TOT","NATUSD","A","2003",0.737342,
"CYP","PPP","TOT","NATUSD","A","2004",0.734309,
"CYP","PPP","TOT","NATUSD","A","2005",0.722892,
"CYP","PPP","TOT","NATUSD","A","2006",0.710569,
"CYP","PPP","TOT","NATUSD","A","2007",0.694902,
"CYP","PPP","TOT","NATUSD","A","2008",0.693818,
"CYP","PPP","TOT","NATUSD","A","2009",0.681941,
"CYP","PPP","TOT","NATUSD","A","2010",0.700197,
"CYP","PPP","TOT","NATUSD","A","2011",0.698621,
"CYP","PPP","TOT","NATUSD","A","2012",0.706852,
"CYP","PPP","TOT","NATUSD","A","2013",0.687317,
"CYP","PPP","TOT","NATUSD","A","2014",0.679712,
"CYP","PPP","TOT","NATUSD","A","2015",0.662962,
"CYP","PPP","TOT","NATUSD","A","2016",0.644648,
"CYP","PPP","TOT","NATUSD","A","2017",0.632269,
"CYP","PPP","TOT","NATUSD","A","2018",0.630805,
"MLT","PPP","TOT","NATUSD","A","2000",0.579975,
"MLT","PPP","TOT","NATUSD","A","2001",0.588859,
"MLT","PPP","TOT","NATUSD","A","2002",0.581838,
"MLT","PPP","TOT","NATUSD","A","2003",0.574532,
"MLT","PPP","TOT","NATUSD","A","2004",0.566773,
"MLT","PPP","TOT","NATUSD","A","2005",0.572731,
"MLT","PPP","TOT","NATUSD","A","2006",0.572207,
"MLT","PPP","TOT","NATUSD","A","2007",0.568656,
"MLT","PPP","TOT","NATUSD","A","2008",0.571553,
"MLT","PPP","TOT","NATUSD","A","2009",0.569338,
"MLT","PPP","TOT","NATUSD","A","2010",0.572525,
"MLT","PPP","TOT","NATUSD","A","2011",0.574148,
"MLT","PPP","TOT","NATUSD","A","2012",0.579729,
"MLT","PPP","TOT","NATUSD","A","2013",0.577478,
"MLT","PPP","TOT","NATUSD","A","2014",0.586361,
"MLT","PPP","TOT","NATUSD","A","2015",0.599539,
"MLT","PPP","TOT","NATUSD","A","2016",0.59252,
"MLT","PPP","TOT","NATUSD","A","2017",0.581816,
"MLT","PPP","TOT","NATUSD","A","2018",0.598556,
"PER","PPP","TOT","NATUSD","A","2000",1.339492,
"PER","PPP","TOT","NATUSD","A","2001",1.315609,
"PER","PPP","TOT","NATUSD","A","2002",1.297131,
"PER","PPP","TOT","NATUSD","A","2003",1.29471,
"PER","PPP","TOT","NATUSD","A","2004",1.339182,
"PER","PPP","TOT","NATUSD","A","2005",1.342893,
"PER","PPP","TOT","NATUSD","A","2006",1.402617,
"PER","PPP","TOT","NATUSD","A","2007",1.386622,
"PER","PPP","TOT","NATUSD","A","2008",1.374949,
"PER","PPP","TOT","NATUSD","A","2009",1.392747,
"PER","PPP","TOT","NATUSD","A","2010",1.454519,
"PER","PPP","TOT","NATUSD","A","2011",1.52123,
"PER","PPP","TOT","NATUSD","A","2012",1.511678,
"PER","PPP","TOT","NATUSD","A","2013",1.503695,
"PER","PPP","TOT","NATUSD","A","2014",1.515085,
"PER","PPP","TOT","NATUSD","A","2015",1.537922,
"PER","PPP","TOT","NATUSD","A","2016",1.562275,
"PER","PPP","TOT","NATUSD","A","2017",1.595123,
"PER","PPP","TOT","NATUSD","A","2018",1.620607,
"ROU","PPP","TOT","NATUSD","A","2000",0.616097,
"ROU","PPP","TOT","NATUSD","A","2001",0.813348,
"ROU","PPP","TOT","NATUSD","A","2002",0.978354,
"ROU","PPP","TOT","NATUSD","A","2003",1.177976,
"ROU","PPP","TOT","NATUSD","A","2004",1.269914,
"ROU","PPP","TOT","NATUSD","A","2005",1.401284,
"ROU","PPP","TOT","NATUSD","A","2006",1.400885,
"ROU","PPP","TOT","NATUSD","A","2007",1.489346,
"ROU","PPP","TOT","NATUSD","A","2008",1.566239,
"ROU","PPP","TOT","NATUSD","A","2009",1.566897,
"ROU","PPP","TOT","NATUSD","A","2010",1.537767,
"ROU","PPP","TOT","NATUSD","A","2011",1.550032,
"ROU","PPP","TOT","NATUSD","A","2012",1.563593,
"ROU","PPP","TOT","NATUSD","A","2013",1.60623,
"ROU","PPP","TOT","NATUSD","A","2014",1.628371,
"ROU","PPP","TOT","NATUSD","A","2015",1.662424,
"ROU","PPP","TOT","NATUSD","A","2016",1.627054,
"ROU","PPP","TOT","NATUSD","A","2017",1.644575,
"ROU","PPP","TOT","NATUSD","A","2018",1.718985,
"MKD","PPP","TOT","NATUSD","A","2000",19.943608,
"MKD","PPP","TOT","NATUSD","A","2001",20.493183,
"MKD","PPP","TOT","NATUSD","A","2002",20.015099,
"MKD","PPP","TOT","NATUSD","A","2003",20.122733,
"MKD","PPP","TOT","NATUSD","A","2004",19.279313,
"MKD","PPP","TOT","NATUSD","A","2005",19.293528,
"MKD","PPP","TOT","NATUSD","A","2006",18.905007,
"MKD","PPP","TOT","NATUSD","A","2007",19.532389,
"MKD","PPP","TOT","NATUSD","A","2008",19.263836,
"MKD","PPP","TOT","NATUSD","A","2009",18.360335,
"MKD","PPP","TOT","NATUSD","A","2010",18.731847,
"MKD","PPP","TOT","NATUSD","A","2011",19.289545,
"MKD","PPP","TOT","NATUSD","A","2012",19.003525,
"MKD","PPP","TOT","NATUSD","A","2013",19.105395,
"MKD","PPP","TOT","NATUSD","A","2014",18.995902,
"MKD","PPP","TOT","NATUSD","A","2015",19.435433,
"MKD","PPP","TOT","NATUSD","A","2016",19.297243,
"MKD","PPP","TOT","NATUSD","A","2017",19.358078,
"MKD","PPP","TOT","NATUSD","A","2018",19.378351,
"ZMB","PPP","TOT","NATUSD","A","2000",0.638,
"ZMB","PPP","TOT","NATUSD","A","2001",0.782,
"ZMB","PPP","TOT","NATUSD","A","2002",0.919,
"ZMB","PPP","TOT","NATUSD","A","2003",1.06,
"ZMB","PPP","TOT","NATUSD","A","2004",1.235,
"ZMB","PPP","TOT","NATUSD","A","2005",1.396,
"ZMB","PPP","TOT","NATUSD","A","2006",1.551,
"ZMB","PPP","TOT","NATUSD","A","2007",1.707,
"ZMB","PPP","TOT","NATUSD","A","2008",1.852,
"ZMB","PPP","TOT","NATUSD","A","2009",1.941,
"ZMB","PPP","TOT","NATUSD","A","2010",2.185,
"ZMB","PPP","TOT","NATUSD","A","2011",2.378,
"ZMB","PPP","TOT","NATUSD","A","2012",2.497,
"ZMB","PPP","TOT","NATUSD","A","2013",2.698,
"ZMB","PPP","TOT","NATUSD","A","2014",2.795,
"ZMB","PPP","TOT","NATUSD","A","2015",2.949,
"ZMB","PPP","TOT","NATUSD","A","2016",3.308,
"ZMB","PPP","TOT","NATUSD","A","2017",3.525,
